date,station_id,Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
2024-10-01,ILAMAD25,01:39:00,56.1 °F,49.8 °F,80 %,NNW,3.4 mph,8.1 mph,29.75 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,01:44:00,56.1 °F,49.6 °F,79 %,NW,4.3 mph,8.4 mph,29.75 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,01:49:00,56.1 °F,49.5 °F,78 %,WNW,6.3 mph,13.3 mph,29.75 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,01:54:00,56.1 °F,49.5 °F,78 %,West,4.9 mph,11.6 mph,29.75 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,01:59:00,55.9 °F,49.3 °F,78 %,NNW,4.7 mph,12.3 mph,29.75 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:04:00,55.9 °F,49.3 °F,78 %,NNW,4.9 mph,12.9 mph,29.75 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:09:00,55.8 °F,49.1 °F,78 %,WSW,4.2 mph,13.7 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:14:00,55.8 °F,49.1 °F,78 %,NNW,4.1 mph,11.2 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:19:00,55.6 °F,49.0 °F,79 %,North,2.4 mph,9.5 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:24:00,55.4 °F,48.9 °F,78 %,NNW,5.1 mph,13.7 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:29:00,55.4 °F,48.9 °F,79 %,,2.4 mph,7.5 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:34:00,55.3 °F,48.9 °F,79 %,WNW,3.9 mph,10.7 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:39:00,55.4 °F,48.9 °F,79 %,NE,2.8 mph,9.9 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:44:00,55.4 °F,48.7 °F,78 %,NNE,4.6 mph,15.5 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:49:00,55.4 °F,48.9 °F,78 %,WSW,3.2 mph,9.5 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:54:00,55.4 °F,48.8 °F,78 %,NNW,4.9 mph,12.9 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,02:59:00,55.5 °F,48.8 °F,78 %,,4.7 mph,13.5 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:04:00,55.4 °F,48.9 °F,79 %,NNW,3.2 mph,11.3 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:09:00,55.4 °F,49.0 °F,79 %,SSW,3.1 mph,9.9 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:14:00,55.4 °F,49.1 °F,79 %,North,4.5 mph,13.9 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:19:00,55.4 °F,49.1 °F,79 %,NNW,3.4 mph,9.3 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:24:00,55.3 °F,49.2 °F,80 %,WNW,4.5 mph,12.3 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:29:00,55.1 °F,49.0 °F,80 %,NNW,3.1 mph,10.1 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:34:00,55.0 °F,48.9 °F,80 %,NNW,3.9 mph,9.5 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:39:00,55.0 °F,48.8 °F,80 %,NNW,4.2 mph,11.4 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:44:00,55.1 °F,48.8 °F,79 %,North,2.8 mph,9.9 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:49:00,55.0 °F,48.7 °F,79 %,NW,2.4 mph,9.1 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:54:00,55.0 °F,48.7 °F,79 %,NW,3.3 mph,10.1 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,03:59:00,55.2 °F,48.9 °F,79 %,SE,3.3 mph,8.3 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:04:00,55.0 °F,48.7 °F,79 %,NW,3.4 mph,11.3 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:09:00,55.2 °F,48.9 °F,79 %,NW,3.5 mph,11.6 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:14:00,55.2 °F,48.9 °F,79 %,NE,5.7 mph,16.2 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:19:00,55.2 °F,48.9 °F,79 %,,4.5 mph,12.8 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:24:00,55.2 °F,48.9 °F,79 %,NW,3.1 mph,9.3 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:29:00,55.0 °F,48.8 °F,79 %,East,3.1 mph,8.4 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:34:00,55.0 °F,48.9 °F,80 %,NNW,3.4 mph,9.1 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:39:00,55.0 °F,48.7 °F,79 %,WNW,4.7 mph,11.7 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:44:00,55.0 °F,48.8 °F,79 %,SW,3.2 mph,11.7 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:49:00,55.0 °F,48.8 °F,79 %,,3.9 mph,11.7 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:54:00,55.0 °F,48.9 °F,80 %,NW,3.8 mph,8.6 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,04:59:00,55.0 °F,48.9 °F,80 %,NNE,2.7 mph,10.5 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:04:00,55.1 °F,48.9 °F,80 %,North,2.4 mph,9.3 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:09:00,55.0 °F,48.8 °F,80 %,North,3.3 mph,9.5 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:14:00,55.2 °F,49.1 °F,80 %,NNW,2.5 mph,7.7 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:19:00,55.1 °F,49.0 °F,80 %,WSW,3.3 mph,12.7 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:24:00,55.2 °F,49.1 °F,80 %,,2.2 mph,7.5 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:29:00,55.1 °F,49.0 °F,80 %,NNE,3.4 mph,9.3 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:34:00,55.0 °F,48.9 °F,80 %,West,2.8 mph,9.1 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:39:00,55.2 °F,49.1 °F,80 %,North,2.3 mph,7.5 mph,29.76 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:44:00,55.2 °F,49.1 °F,80 %,ESE,3.2 mph,13.0 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:49:00,55.2 °F,49.1 °F,80 %,NW,4.3 mph,17.0 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:54:00,55.2 °F,49.1 °F,80 %,NNE,2.9 mph,11.7 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,05:59:00,55.2 °F,49.0 °F,80 %,NNW,1.5 mph,6.4 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:04:00,55.2 °F,49.0 °F,79 %,NW,3.3 mph,10.1 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:09:00,55.2 °F,48.9 °F,79 %,NW,3.2 mph,12.7 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:14:00,55.2 °F,48.9 °F,79 %,NW,3.0 mph,10.1 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:19:00,55.2 °F,48.9 °F,79 %,NNW,3.5 mph,13.3 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:24:00,55.2 °F,48.9 °F,79 %,NNW,3.3 mph,8.5 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:29:00,55.2 °F,48.7 °F,78 %,NNW,3.0 mph,9.7 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:34:00,55.2 °F,48.6 °F,78 %,NW,3.6 mph,14.3 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:39:00,55.2 °F,48.6 °F,78 %,NNW,2.7 mph,7.1 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:44:00,55.2 °F,48.6 °F,78 %,NNW,3.8 mph,10.5 mph,29.78 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:49:00,55.2 °F,48.6 °F,78 %,NNW,2.8 mph,9.5 mph,29.77 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:54:00,55.2 °F,48.8 °F,79 %,NNW,2.6 mph,12.1 mph,29.78 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,06:59:00,55.1 °F,48.8 °F,79 %,North,3.1 mph,12.6 mph,29.78 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,07:04:00,55.0 °F,48.7 °F,79 %,,2.1 mph,9.5 mph,29.78 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,07:09:00,54.9 °F,48.7 °F,80 %,NNW,2.4 mph,9.3 mph,29.78 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,07:14:00,54.9 °F,48.7 °F,80 %,NW,2.8 mph,11.4 mph,29.78 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,07:19:00,54.9 °F,48.7 °F,80 %,NNW,1.4 mph,5.4 mph,29.78 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,07:24:00,54.9 °F,48.7 °F,80 %,NNW,3.5 mph,8.5 mph,29.78 in,0.00 in,0.19 in,0.0,0 w/m²
2024-10-01,ILAMAD25,07:29:00,54.8 °F,48.7 °F,80 %,,3.3 mph,10.3 mph,29.78 in,0.00 in,0.19 in,0.0,0.1 w/m²
2024-10-01,ILAMAD25,07:34:00,54.7 °F,48.6 °F,80 %,NW,3.9 mph,12.6 mph,29.78 in,0.00 in,0.19 in,0.0,0.1 w/m²
2024-10-01,ILAMAD25,07:39:00,54.7 °F,48.6 °F,80 %,NNW,1.7 mph,8.1 mph,29.78 in,0.00 in,0.19 in,0.0,0.3 w/m²
2024-10-01,ILAMAD25,07:44:00,54.7 °F,48.6 °F,80 %,NNW,2.3 mph,5.7 mph,29.78 in,0.00 in,0.19 in,0.0,0.4 w/m²
2024-10-01,ILAMAD25,07:49:00,54.7 °F,48.6 °F,80 %,,2.6 mph,8.1 mph,29.78 in,0.00 in,0.19 in,0.0,0.9 w/m²
2024-10-01,ILAMAD25,07:54:00,54.7 °F,48.6 °F,80 %,NNW,3.0 mph,8.1 mph,29.78 in,0.00 in,0.19 in,0.0,1.4 w/m²
2024-10-01,ILAMAD25,07:59:00,54.7 °F,48.6 °F,80 %,NW,2.5 mph,8.9 mph,29.78 in,0.00 in,0.19 in,0.0,2.1 w/m²
2024-10-01,ILAMAD25,08:04:00,54.9 °F,48.7 °F,80 %,NNW,2.5 mph,8.4 mph,29.78 in,0.00 in,0.00 in,0.0,2.6 w/m²
2024-10-01,ILAMAD25,08:09:00,54.9 °F,48.7 °F,80 %,NNW,2.8 mph,8.9 mph,29.78 in,0.00 in,0.00 in,0.0,4.4 w/m²
2024-10-01,ILAMAD25,08:14:00,54.9 °F,48.8 °F,80 %,NW,1.3 mph,7.3 mph,29.78 in,0.00 in,0.00 in,0.0,4.4 w/m²
2024-10-01,ILAMAD25,08:19:00,54.9 °F,48.7 °F,80 %,NW,2.4 mph,7.7 mph,29.78 in,0.00 in,0.00 in,0.0,6 w/m²
2024-10-01,ILAMAD25,08:24:00,54.9 °F,48.7 °F,80 %,NW,3.6 mph,8.3 mph,29.78 in,0.00 in,0.00 in,0.0,6.1 w/m²
2024-10-01,ILAMAD25,08:29:00,54.9 °F,48.7 °F,80 %,NNW,2.6 mph,8.5 mph,29.78 in,0.00 in,0.00 in,0.0,7.3 w/m²
2024-10-01,ILAMAD25,08:34:00,54.8 °F,48.6 °F,80 %,NNW,2.5 mph,7.6 mph,29.79 in,0.00 in,0.00 in,0.0,6.9 w/m²
2024-10-01,ILAMAD25,08:39:00,54.9 °F,48.7 °F,80 %,NNW,2.6 mph,8.9 mph,29.79 in,0.00 in,0.00 in,0.0,9.2 w/m²
2024-10-01,ILAMAD25,08:44:00,54.9 °F,48.7 °F,80 %,,3.4 mph,13.0 mph,29.78 in,0.00 in,0.00 in,0.0,12.9 w/m²
2024-10-01,ILAMAD25,08:49:00,54.9 °F,48.7 °F,80 %,West,1.6 mph,4.8 mph,29.78 in,0.00 in,0.00 in,0.0,14.2 w/m²
2024-10-01,ILAMAD25,08:54:00,54.9 °F,48.7 °F,80 %,WNW,1.7 mph,9.4 mph,29.78 in,0.00 in,0.00 in,0.0,15.6 w/m²
2024-10-01,ILAMAD25,08:59:00,54.9 °F,48.7 °F,80 %,NNE,2.0 mph,8.1 mph,29.78 in,0.00 in,0.00 in,0.0,18.4 w/m²
2024-10-01,ILAMAD25,09:04:00,55.0 °F,48.8 °F,80 %,North,2.5 mph,6.9 mph,29.79 in,0.00 in,0.00 in,0.0,19.7 w/m²
2024-10-01,ILAMAD25,09:09:00,55.0 °F,49.0 °F,80 %,NNW,2.4 mph,7.9 mph,29.79 in,0.00 in,0.00 in,0.0,20.4 w/m²
2024-10-01,ILAMAD25,09:14:00,55.1 °F,49.0 °F,80 %,North,4.3 mph,11.1 mph,29.79 in,0.00 in,0.00 in,0.0,23.4 w/m²
2024-10-01,ILAMAD25,09:19:00,55.2 °F,49.1 °F,80 %,NNW,2.3 mph,9.2 mph,29.79 in,0.00 in,0.00 in,0.0,21.9 w/m²
2024-10-01,ILAMAD25,09:24:00,55.2 °F,49.1 °F,80 %,NE,2.8 mph,10.5 mph,29.79 in,0.00 in,0.00 in,0.0,19.1 w/m²
2024-10-01,ILAMAD25,09:29:00,55.2 °F,49.2 °F,80 %,NNW,2.2 mph,8.1 mph,29.79 in,0.00 in,0.00 in,0.0,24.4 w/m²
2024-10-01,ILAMAD25,09:34:00,55.0 °F,49.3 °F,81 %,NE,1.2 mph,9.5 mph,29.79 in,0.00 in,0.00 in,0.0,23.9 w/m²
2024-10-01,ILAMAD25,09:39:00,55.0 °F,49.3 °F,81 %,NNW,1.6 mph,9.9 mph,29.79 in,0.00 in,0.00 in,0.0,23.2 w/m²
2024-10-01,ILAMAD25,09:44:00,55.1 °F,49.4 °F,81 %,NNW,1.0 mph,4.6 mph,29.79 in,0.00 in,0.00 in,0.0,21.2 w/m²
2024-10-01,ILAMAD25,09:49:00,55.1 °F,49.4 °F,81 %,NW,1.4 mph,8.1 mph,29.79 in,0.00 in,0.00 in,0.0,24.1 w/m²
2024-10-01,ILAMAD25,09:54:00,55.2 °F,49.5 °F,81 %,NNW,1.8 mph,6.4 mph,29.79 in,0.00 in,0.00 in,0.0,36.4 w/m²
2024-10-01,ILAMAD25,09:59:00,55.3 °F,49.6 °F,81 %,NW,1.0 mph,5.5 mph,29.79 in,0.00 in,0.00 in,0.0,42.8 w/m²
2024-10-01,ILAMAD25,10:04:00,55.5 °F,49.6 °F,81 %,NNW,2.3 mph,9.3 mph,29.79 in,0.00 in,0.00 in,0.0,46.9 w/m²
2024-10-01,ILAMAD25,10:09:00,55.6 °F,49.5 °F,80 %,NNW,1.8 mph,12.3 mph,29.80 in,0.00 in,0.00 in,0.0,48.9 w/m²
2024-10-01,ILAMAD25,10:14:00,55.9 °F,49.6 °F,80 %,NW,2.6 mph,8.3 mph,29.79 in,0.00 in,0.00 in,0.0,45.1 w/m²
2024-10-01,ILAMAD25,10:19:00,55.9 °F,49.5 °F,79 %,NNW,3.5 mph,14.5 mph,29.79 in,0.00 in,0.00 in,0.0,42.2 w/m²
2024-10-01,ILAMAD25,10:24:00,55.8 °F,49.5 °F,80 %,NNW,2.1 mph,9.5 mph,29.79 in,0.00 in,0.00 in,0.0,38.4 w/m²
2024-10-01,ILAMAD25,10:29:00,55.9 °F,49.8 °F,80 %,NW,1.7 mph,9.5 mph,29.79 in,0.00 in,0.00 in,0.0,35.9 w/m²
2024-10-01,ILAMAD25,10:34:00,55.9 °F,49.8 °F,80 %,NW,1.3 mph,6.4 mph,29.79 in,0.00 in,0.00 in,0.0,42.8 w/m²
2024-10-01,ILAMAD25,10:39:00,56.0 °F,49.8 °F,80 %,NW,2.1 mph,8.2 mph,29.79 in,0.00 in,0.00 in,0.0,55.1 w/m²
2024-10-01,ILAMAD25,10:44:00,56.1 °F,49.6 °F,79 %,NW,2.9 mph,13.9 mph,29.80 in,0.00 in,0.00 in,0.0,57.2 w/m²
2024-10-01,ILAMAD25,10:49:00,56.3 °F,49.7 °F,79 %,NNW,4.2 mph,13.5 mph,29.79 in,0.00 in,0.00 in,0.0,51.5 w/m²
2024-10-01,ILAMAD25,10:54:00,56.4 °F,49.5 °F,78 %,NW,4.2 mph,14.9 mph,29.79 in,0.00 in,0.00 in,0.0,56.6 w/m²
2024-10-01,ILAMAD25,10:59:00,56.6 °F,49.4 °F,77 %,WNW,2.9 mph,17.3 mph,29.79 in,0.00 in,0.00 in,0.0,55.1 w/m²
2024-10-01,ILAMAD25,11:04:00,56.7 °F,49.5 °F,77 %,WNW,2.8 mph,13.1 mph,29.79 in,0.00 in,0.00 in,0.0,46.1 w/m²
2024-10-01,ILAMAD25,11:09:00,56.7 °F,49.5 °F,77 %,SW,4.0 mph,16.0 mph,29.79 in,0.00 in,0.00 in,0.0,39.9 w/m²
2024-10-01,ILAMAD25,11:14:00,56.7 °F,49.3 °F,77 %,NNW,3.8 mph,12.1 mph,29.79 in,0.00 in,0.00 in,0.0,41.1 w/m²
2024-10-01,ILAMAD25,11:19:00,56.7 °F,49.2 °F,76 %,NW,4.4 mph,14.7 mph,29.79 in,0.00 in,0.00 in,0.0,44.8 w/m²
2024-10-01,ILAMAD25,11:24:00,56.8 °F,49.2 °F,75 %,NNW,3.4 mph,12.1 mph,29.79 in,0.00 in,0.00 in,0.0,44 w/m²
2024-10-01,ILAMAD25,11:29:00,56.9 °F,49.0 °F,75 %,NNW,3.8 mph,12.5 mph,29.79 in,0.00 in,0.00 in,0.0,73.1 w/m²
2024-10-01,ILAMAD25,11:34:00,57.2 °F,49.0 °F,74 %,WNW,5.0 mph,16.0 mph,29.79 in,0.00 in,0.00 in,0.0,96.5 w/m²
2024-10-01,ILAMAD25,11:39:00,57.5 °F,48.9 °F,73 %,NNW,5.7 mph,15.5 mph,29.79 in,0.00 in,0.00 in,0.0,98.1 w/m²
2024-10-01,ILAMAD25,11:44:00,57.7 °F,49.1 °F,73 %,NW,4.2 mph,15.1 mph,29.79 in,0.00 in,0.00 in,0.0,78.4 w/m²
2024-10-01,ILAMAD25,11:49:00,57.6 °F,49.5 °F,74 %,WNW,4.0 mph,20.4 mph,29.79 in,0.00 in,0.00 in,0.0,89.9 w/m²
2024-10-01,ILAMAD25,11:54:00,57.7 °F,49.3 °F,73 %,NNW,2.5 mph,8.7 mph,29.79 in,0.00 in,0.00 in,0.0,81 w/m²
2024-10-01,ILAMAD25,11:59:00,57.8 °F,49.0 °F,73 %,NW,4.4 mph,13.2 mph,29.79 in,0.00 in,0.00 in,0.0,82 w/m²
2024-10-01,ILAMAD25,12:04:00,58.0 °F,49.3 °F,73 %,NNW,4.1 mph,15.5 mph,29.79 in,0.00 in,0.00 in,0.0,89 w/m²
2024-10-01,ILAMAD25,12:09:00,58.3 °F,49.3 °F,72 %,NW,3.5 mph,14.7 mph,29.78 in,0.00 in,0.00 in,0.0,88.3 w/m²
2024-10-01,ILAMAD25,12:14:00,58.3 °F,49.3 °F,72 %,NW,4.5 mph,19.7 mph,29.78 in,0.00 in,0.00 in,0.0,84.6 w/m²
2024-10-01,ILAMAD25,12:19:00,58.5 °F,49.3 °F,71 %,NW,3.3 mph,12.5 mph,29.78 in,0.00 in,0.00 in,0.0,93.1 w/m²
2024-10-01,ILAMAD25,12:24:00,58.6 °F,49.3 °F,71 %,NW,5.2 mph,27.4 mph,29.78 in,0.00 in,0.00 in,0.0,89 w/m²
2024-10-01,ILAMAD25,12:29:00,58.6 °F,49.3 °F,71 %,NNW,4.7 mph,14.7 mph,29.78 in,0.00 in,0.00 in,0.0,85 w/m²
2024-10-01,ILAMAD25,12:34:00,58.6 °F,49.2 °F,71 %,NNW,5.1 mph,17.1 mph,29.78 in,0.00 in,0.00 in,0.0,69.2 w/m²
2024-10-01,ILAMAD25,12:39:00,58.6 °F,48.8 °F,70 %,NNW,4.6 mph,17.1 mph,29.78 in,0.00 in,0.00 in,0.0,82.9 w/m²
2024-10-01,ILAMAD25,12:44:00,58.6 °F,48.9 °F,70 %,NW,3.3 mph,15.4 mph,29.78 in,0.00 in,0.00 in,0.0,83.6 w/m²
2024-10-01,ILAMAD25,12:49:00,58.6 °F,48.9 °F,70 %,NW,4.8 mph,13.0 mph,29.78 in,0.00 in,0.00 in,0.0,92 w/m²
2024-10-01,ILAMAD25,12:54:00,58.7 °F,48.7 °F,69 %,NW,4.3 mph,12.9 mph,29.78 in,0.00 in,0.00 in,1.0,118.7 w/m²
2024-10-01,ILAMAD25,12:59:00,59.1 °F,48.7 °F,69 %,NW,3.2 mph,13.5 mph,29.78 in,0.00 in,0.00 in,1.0,115.9 w/m²
2024-10-01,ILAMAD25,13:04:00,59.3 °F,48.9 °F,68 %,NW,3.5 mph,10.3 mph,29.78 in,0.00 in,0.00 in,0.0,108.3 w/m²
2024-10-01,ILAMAD25,13:09:00,59.5 °F,48.9 °F,68 %,NNW,4.1 mph,15.5 mph,29.78 in,0.00 in,0.00 in,0.0,75.6 w/m²
2024-10-01,ILAMAD25,13:14:00,59.2 °F,49.1 °F,69 %,NW,2.8 mph,9.2 mph,29.78 in,0.00 in,0.00 in,0.0,70.5 w/m²
2024-10-01,ILAMAD25,13:19:00,59.1 °F,49.0 °F,69 %,NNW,2.4 mph,13.8 mph,29.78 in,0.00 in,0.00 in,0.0,85.8 w/m²
